,host_name,neighbourhood_group,room_type,price,availability_365,reviews_per_month,Hotel_value
569,Meli,2,Private room,40,5,0.37,45
570,Nader,1,Private room,200,0,0.49,200
571,Carmel,5,Private room,80,158,0.05,238
572,Mary,2,Private room,79,192,1.6,271
573,Jason,3,Entire home/apt,95,358,0.25,453
574,Keenan & Emily,1,Entire home/apt,300,31,0.47,331
575,Samuel,2,Entire home/apt,100,241,0.08,341
576,Orlando,1,Private room,80,285,0.35,365
577,Yana,2,Entire home/apt,110,183,0.26,293
578,Pepe,2,Entire home/apt,172,189,0.09,361
579,Keera (Jena),1,Entire home/apt,199,162,0.31,361
580,Keera (Jena),1,Entire home/apt,199,158,0.15,357
581,Carmel,1,Private room,100,84,0.38,184
582,Boubacar And Pattee,1,Private room,55,260,1.04,315
583,Kestrel,2,Private room,75,0,0.62,75
584,Lisa,1,Entire home/apt,146,166,1.5,312
586,Deborah,2,Entire home/apt,116,335,0.23,451
587,Gershwyn,1,Private room,150,90,0.87,240
588,Lisel,2,Private room,120,342,0.24,462
589,Anton,1,Entire home/apt,199,28,0.34,227
590,Rosalynn,2,Entire home/apt,150,363,0.25,513
591,Deirdre,1,Private room,69,86,0.63,155
592,Deirdre,1,Private room,300,83,0.08,383
593,Stefania,2,Entire home/apt,230,0,0.21,230
594,Gaya,1,Entire home/apt,125,0,0.03,125
595,Mary,2,Private room,79,264,1.21,343
596,Christopher,2,Private room,130,305,1.63,435
597,Jessica,2,Private room,239,356,1.73,595
598,Marina,5,Entire home/apt,75,278,0.8,353
599,Ryan,2,Entire home/apt,220,135,1.23,355
600,Marylyn,2,Entire home/apt,80,308,2.47,388
601,Daniel,1,Entire home/apt,288,229,1.27,517
602,Lady Jay,2,Entire home/apt,135,273,0.87,408
603,Gordon,1,Entire home/apt,225,83,0.15,308
604,Raven,1,Private room,110,281,0.64,391
605,Marceline,2,Entire home/apt,100,321,1.87,421
606,Tim,1,Private room,130,303,0.55,433
607,Carol,1,Private room,89,192,2.95,281
608,Derrick,2,Entire home/apt,200,0,0.01,200
609,Civan,2,Entire home/apt,80,36,0.4,116
610,Lori,4,Private room,50,271,2.49,321
611,Blanca,1,Entire home/apt,135,341,1.21,476
612,Mark,1,Private room,90,333,1.15,423
613,Roberto,1,Private room,270,210,0.01,480
614,Dee,2,Entire home/apt,110,231,3.24,341
615,Selma,1,Entire home/apt,145,308,1.52,453
616,Michael,1,Entire home/apt,179,292,0.88,471
617,Melody,3,Private room,55,311,0.25,366
618,Tiffany,1,Private room,110,264,0.65,374
619,William,1,Entire home/apt,325,153,0.94,478
620,John,3,Private room,75,219,0.74,294
621,Bertie,2,Entire home/apt,300,0,0.44,300
622,Olan,1,Private room,130,332,0.86,462
623,Dan,1,Entire home/apt,190,120,1.45,310
624,Blue,1,Entire home/apt,200,191,1.06,391
625,Triny,2,Entire home/apt,180,248,1.36,428
626,Nick And Noémie,2,Entire home/apt,350,67,0.5,417
628,Liz,1,Entire home/apt,195,325,1.59,520
630,Ashley & Nir,1,Entire home/apt,300,0,0.03,300
631,Nancy,3,Entire home/apt,75,313,0.53,388
632,Austin,1,Entire home/apt,100,0,0.11,100
634,Li,2,Private room,85,69,1.32,154
635,Todd,2,Entire home/apt,80,0,0.12,80
636,Joseph,2,Private room,55,293,1.57,348
637,Jessica,2,Private room,438,363,0.46,801
638,Ruari,2,Entire home/apt,110,4,0.33,114
639,Mike,1,Entire home/apt,200,257,0.39,457
640,Jessica,2,Private room,279,362,1.28,641
641,Lauryn,2,Entire home/apt,137,0,0.29,137
642,Alon,2,Entire home/apt,280,365,0.05,645
643,Andy,2,Entire home/apt,199,102,2.59,301
644,Baron,1,Private room,71,26,2.45,97
645,Victor,4,Private room,42,302,1.36,344
646,Al-,2,Entire home/apt,180,280,1.92,460
647,Jaidev,1,Entire home/apt,226,302,0.39,528
648,Shelley,2,Private room,85,281,0.05,366
649,Jerry,1,Entire home/apt,135,0,0.06,135
650,Rafael,3,Entire home/apt,79,297,0.64,376
651,Jens,1,Entire home/apt,154,246,2.59,400
652,The Box House Hotel,2,Entire home/apt,199,60,0.37,259
653,West Village,1,Entire home/apt,700,296,1.4,996
654,Andy,1,Entire home/apt,246,0,0.16,246
655,Karina,1,Private room,125,364,0.06,489
656,Fred,2,Private room,100,281,0.08,381
657,Ben,2,Entire home/apt,295,0,3.04,295
659,Christy,1,Entire home/apt,119,0,0.58,119
660,Yvette,1,Private room,125,365,0.12,490
662,Rhona,1,Entire home/apt,850,249,1.15,1099
663,Anne,2,Private room,129,303,2.6,432
664,Carol,1,Private room,140,300,1.89,440
665,Tunji,1,Private room,115,323,1.63,438
666,Chris,1,Entire home/apt,200,0,0.53,200
667,Cynthia,2,Entire home/apt,96,204,0.14,300
668,The Box House Hotel,2,Entire home/apt,199,60,0.47,259
669,The Box House Hotel,2,Entire home/apt,199,84,0.32,283
670,The Box House Hotel,2,Entire home/apt,199,60,0.66,259
671,Olia,2,Private room,69,303,0.04,372
672,G,1,Entire home/apt,185,261,0.23,446
673,Cici,1,Private room,81,0,0.77,81
674,The Box House Hotel,2,Entire home/apt,199,60,0.26,259
675,The Box House Hotel,2,Entire home/apt,199,60,0.26,259
676,The Box House Hotel,2,Entire home/apt,199,60,0.47,259
677,The Box House Hotel,2,Entire home/apt,199,56,0.32,255
678,The Box House Hotel,2,Entire home/apt,199,84,0.44,283
679,The Box House Hotel,2,Private room,349,58,0.09,407
680,The Box House Hotel,2,Private room,249,60,0.03,309
681,The Box House Hotel,2,Private room,299,60,0.1,359
682,The Box House Hotel,2,Private room,179,81,0.05,260
683,Sharma,3,Private room,54,365,0.66,419
684,The Box House Hotel,2,Private room,599,60,0.08,659
685,Stephanie,2,Entire home/apt,110,0,0.03,110
686,Roger,2,Entire home/apt,220,297,2.69,517
687,Bree,2,Private room,89,91,0.8,180
688,Antonio,2,Entire home/apt,170,315,2.04,485
689,Claudia,1,Entire home/apt,495,338,0.27,833
690,Cristina,3,Entire home/apt,80,40,0.98,120
691,Janine,1,Entire home/apt,760,361,0.08,1121
692,Pamela,2,Private room,98,288,2.31,386
693,Jaime,2,Entire home/apt,125,218,0.33,343
694,Adolfo,2,Private room,48,1,0.57,49
695,Daniel,2,Private room,64,117,2.65,181
696,S,2,Entire home/apt,154,0,2.5,154
697,Annie,2,Entire home/apt,139,204,1.45,343
698,Kim,3,Private room,75,0,0.23,75
699,Chad,1,Entire home/apt,325,20,0.5,345
700,Andrea,1,Entire home/apt,195,0,0.12,195
701,Adrienne,1,Private room,58,0,2.83,58
702,Marina,5,Entire home/apt,250,333,0.26,583
704,Marina,5,Entire home/apt,125,353,0.09,478
705,Alexander,2,Entire home/apt,70,0,0.05,70
706,Ro,1,Entire home/apt,189,206,3.45,395
707,Christine,2,Entire home/apt,130,1,0.25,131
708,Keiko,1,Entire home/apt,145,0,0.12,145
709,Liah,1,Private room,101,307,0.55,408
710,Lindsey,1,Private room,95,0,0.33,95
711,Nadya,1,Entire home/apt,375,0,0.12,375
712,Lauren,1,Entire home/apt,153,27,0.63,180
713,Wade,2,Entire home/apt,92,27,0.62,119
714,Juliana,1,Private room,80,348,0.46,428
715,West Village,1,Entire home/apt,300,246,1.66,546
716,Marisa And Colin,2,Entire home/apt,145,15,1.2,160
717,Dominique,1,Private room,88,0,0.91,88
718,Nicole,1,Entire home/apt,155,5,0.18,160
719,Shaun,2,Entire home/apt,185,0,0.26,185
720,Joanne,3,Private room,73,0,1.02,73
721,C,1,Entire home/apt,225,107,1.41,332
722,Allan,1,Private room,85,144,1.84,229
723,Leo,2,Private room,99,98,0.59,197
724,Adolfo,2,Private room,48,0,0.27,48
725,Akiko,1,Entire home/apt,200,0,0.09,200
726,Sandra,1,Entire home/apt,485,0,0.12,485
727,Jen,1,Entire home/apt,310,89,0.09,399
729,Brian,1,Entire home/apt,109,286,0.39,395
730,Brian,1,Entire home/apt,167,252,0.17,419
731,Elena,2,Entire home/apt,147,189,0.12,336
733,Drew,1,Entire home/apt,195,271,0.77,466
734,Roberto  Mike,1,Entire home/apt,199,0,0.99,199
735,Fred,1,Private room,65,0,1.02,65
736,Jocelin,3,Private room,55,0,0.85,55
737,Clara,4,Private room,50,337,0.17,387
738,Janice,2,Private room,60,347,0.42,407
739,Vivianne,1,Private room,99,127,0.96,226
740,Eyal And Amy,1,Entire home/apt,130,41,0.42,171
741,Vishal,2,Entire home/apt,290,0,0.01,290
742,Sergio,1,Entire home/apt,350,18,0.7,368
743,Antoinette,2,Private room,50,158,0.33,208
744,M,3,Private room,96,270,2.74,366
745,Chavisa,2,Private room,45,88,0.29,133
746,Janina,3,Private room,85,306,2.95,391
747,Juliet,2,Private room,34,216,0.19,250
748,Cameron,1,Entire home/apt,250,16,0.26,266
749,Javier Pedraza,2,Private room,190,365,0.33,555
750,Javier Pedraza,2,Private room,75,365,0.06,440
751,Kevin,2,Entire home/apt,93,312,1.25,405
752,Lex,2,Private room,60,33,0.19,93
753,Lex,2,Private room,65,0,0.52,65
754,James,1,Entire home/apt,125,365,0.21,490
755,Max,1,Entire home/apt,300,27,0.08,327
756,Aj,1,Entire home/apt,150,300,2.22,450
757,Arthur,1,Entire home/apt,56,216,0.41,272
758,M,1,Entire home/apt,299,365,0.53,664
759,Diana,2,Private room,60,303,0.07,363
760,Valerie,2,Entire home/apt,88,0,0.08,88
761,Elizabeth,2,Private room,60,161,0.38,221
762,West Village,1,Entire home/apt,1300,297,0.31,1597
764,Stacia,1,Private room,99,50,0.88,149
765,Andrew,2,Entire home/apt,110,28,1.75,138
766,Aaron,2,Entire home/apt,135,317,0.13,452
767,Catherine,1,Entire home/apt,110,275,0.02,385
768,Kwab,2,Entire home/apt,165,80,2.31,245
769,Dena,2,Entire home/apt,127,365,0.03,492
770,Chauncey,2,Entire home/apt,402,340,0.97,742
771,Allan,1,Private room,85,97,1.42,182
772,Rosa,2,Private room,75,365,0.25,440
773,Jim,1,Entire home/apt,139,314,0.6,453
774,Michelle,2,Entire home/apt,70,0,0.63,70
775,Bia,1,Private room,50,339,2.32,389
776,Heidi,3,Private room,30,0,0.03,30
777,Cathryne,1,Entire home/apt,250,35,0.08,285
778,Ally,2,Private room,64,0,0.04,64
779,Erica,1,Entire home/apt,300,365,0.06,665
780,Gordy,2,Entire home/apt,800,257,1.37,1057
781,Naimah,2,Entire home/apt,100,5,0.72,105
782,Gabrielle,2,Entire home/apt,250,0,0.28,250
783,Vimal,1,Entire home/apt,200,0,0.01,200
784,Barbara,2,Entire home/apt,140,0,0.16,140
785,Tw,1,Private room,130,304,2.38,434
786,Dan,2,Entire home/apt,90,286,0.05,376
787,Lydia,1,Entire home/apt,90,0,1.17,90
788,Dian,2,Private room,97,118,1.57,215
789,Kate,2,Entire home/apt,91,265,0.76,356
790,Diana,2,Private room,125,303,2.52,428
792,Luis,1,Entire home/apt,180,125,0.26,305
794,Oz,2,Entire home/apt,100,6,0.06,106
795,Jose,1,Entire home/apt,175,0,0.23,175
796,Louisa,2,Private room,65,80,0.47,145
797,Dara,1,Entire home/apt,240,134,1.1,374
798,Jesper,1,Private room,300,0,0.01,300
799,Eric,1,Entire home/apt,385,364,0.71,749
800,Anamaria,2,Private room,47,0,0.06,47
801,Erika,2,Entire home/apt,110,297,2.6,407
802,Karin,1,Private room,75,0,1.1,75
803,Jameelah,2,Entire home/apt,100,43,0.23,143
804,Carey,1,Entire home/apt,165,10,0.82,175
805,Yvette,2,Entire home/apt,300,0,0.68,300
806,Keow,2,Entire home/apt,140,189,1.13,329
807,Olly,2,Entire home/apt,120,17,0.72,137
808,Hibo,2,Entire home/apt,175,289,0.4,464
809,Paul & Ewa,2,Entire home/apt,275,305,1.33,580
810,Jasmine,1,Entire home/apt,179,0,0.19,179
811,Michael,2,Entire home/apt,189,0,0.18,189
812,Max,1,Entire home/apt,219,220,1.42,439
813,Elle,1,Entire home/apt,450,0,1.71,450
814,Geoff,1,Entire home/apt,249,0,0.11,249
815,Ronaldo,3,Private room,65,362,0.06,427
816,Pia,2,Entire home/apt,250,121,0.52,371
817,Mikki & Bazi,1,Entire home/apt,139,153,0.41,292
818,Philip,1,Entire home/apt,209,205,0.16,414
819,Rohan,2,Entire home/apt,120,310,0.45,430
820,Natalia,3,Entire home/apt,70,0,0.03,70
821,Alejandra,1,Private room,90,236,2.38,326
822,Hubert,1,Entire home/apt,199,200,0.07,399
823,Urszula,2,Private room,50,74,0.19,124
826,Olly,2,Entire home/apt,157,12,0.66,169
827,The Box House Hotel,2,Entire home/apt,199,84,0.49,283
828,Carmen,3,Entire home/apt,192,0,0.08,192
829,The Box House Hotel,2,Entire home/apt,199,84,0.93,283
830,Irina,1,Entire home/apt,150,0,0.99,150
831,The Box House Hotel,2,Entire home/apt,199,56,0.84,255
832,The Box House Hotel,2,Entire home/apt,199,62,1.06,261
833,The Box House Hotel,2,Entire home/apt,199,81,0.26,280
834,Summer,2,Entire home/apt,105,0,0.16,105
835,Pam,2,Private room,135,310,1.12,445
836,The Box House Hotel,2,Entire home/apt,199,60,0.61,259
837,Marissa,2,Private room,125,0,0.19,125
838,Felicia,2,Private room,60,0,0.02,60
839,Ric,2,Entire home/apt,85,0,0.89,85
840,Alan,1,Entire home/apt,300,29,0.47,329
841,Todd,2,Private room,75,264,1.07,339
842,Weiwei,3,Private room,55,341,0.89,396
843,Glenn,2,Private room,44,0,0.09,44
844,Jacques,2,Private room,55,0,0.2,55
845,Brady,2,Private room,30,0,0.28,30
846,Alison,2,Private room,35,0,0.07,35
847,Sergio,2,Private room,70,363,0.05,433
848,Irina,2,Entire home/apt,130,25,0.25,155
849,Edward,2,Private room,52,0,1.12,52
852,L,1,Entire home/apt,250,109,1.69,359
853,Tom,2,Entire home/apt,100,289,1.39,389
854,Eliza,2,Entire home/apt,130,188,0.1,318
855,Ron,1,Private room,140,260,0.49,400
856,Alice,2,Private room,75,168,1.77,243
857,Dimitry,1,Entire home/apt,150,0,0.14,150
858,Ibrahima,1,Entire home/apt,90,311,0.57,401
860,Carolyn,1,Entire home/apt,150,2,0.13,152
861,Kristina,2,Entire home/apt,180,242,2.74,422
862,Tina,2,Private room,135,0,0.18,135
863,Oona,2,Private room,65,46,1.42,111
864,Ben,1,Private room,99,365,0.22,464
865,Magdalena,2,Private room,149,364,0.73,513
866,Jonathan,5,Private room,59,352,0.56,411
867,Kimberly,1,Private room,75,301,0.39,376
868,Kimberly,1,Private room,75,322,0.35,397
869,Mary,2,Private room,75,298,0.15,373
870,Brian,1,Entire home/apt,109,285,0.2,394
871,Karen,2,Entire home/apt,225,342,0.01,567
872,Junior,1,Private room,86,250,2.44,336
873,Richard,3,Private room,52,326,1.09,378
874,P,2,Private room,100,90,0.86,190
875,Ariel,1,Entire home/apt,99,289,0.34,388
876,Chris,1,Private room,89,193,1.52,282
877,Andrew & Markus,2,Entire home/apt,135,293,0.47,428
878,Sean And Kiana,1,Entire home/apt,199,155,0.73,354
879,Jane,2,Entire home/apt,89,189,0.71,278
880,Michael,1,Private room,110,248,0.57,358
881,Ana,2,Entire home/apt,120,238,0.48,358
882,Jason,2,Private room,59,284,2.29,343
883,Maria Luiza,2,Private room,49,343,0.81,392
884,Nora,2,Private room,79,268,0.25,347
885,Katy,1,Entire home/apt,135,249,0.28,384
886,Lillian,2,Entire home/apt,185,291,2.42,476
887,Fabiana,2,Entire home/apt,225,0,0.73,225
888,Erin,1,Entire home/apt,245,0,0.21,245
889,Candice,1,Entire home/apt,115,31,0.21,146
890,James,2,Entire home/apt,325,0,3.6,325
891,Todd,2,Private room,95,79,1.8,174
892,Amanda,1,Private room,120,0,1.22,120
893,Ted And Diane,1,Entire home/apt,499,157,0.72,656
894,Jason,2,Private room,75,277,2.44,352
895,S,1,Private room,109,353,0.94,462
896,Mathias,2,Entire home/apt,160,0,0.29,160
897,Sara,1,Entire home/apt,219,280,1.15,499
898,Nitzan,1,Entire home/apt,159,7,0.47,166
899,Erica,2,Private room,180,266,0.18,446
900,Esther,1,Entire home/apt,150,0,0.02,150
901,Jill,1,Entire home/apt,106,271,0.14,377
902,Robyn,1,Entire home/apt,299,101,0.27,400
903,Joseph,1,Entire home/apt,179,205,3.37,384
904,Duane,2,Entire home/apt,165,343,0.13,508
905,Marc,2,Entire home/apt,500,0,0.11,500
906,Todd,1,Entire home/apt,250,190,0.1,440
907,Paula,1,Private room,87,310,0.62,397
908,Jonathan,2,Private room,79,52,0.47,131
909,Pat,1,Private room,75,312,2.11,387
910,Patrick,2,Entire home/apt,200,0,0.6,200
911,Chryslaine,1,Private room,80,329,0.21,409
912,Steve And Heather,2,Entire home/apt,115,333,0.72,448
913,Steve And Heather,2,Entire home/apt,115,327,0.58,442
914,Steve And Heather,2,Entire home/apt,120,349,0.88,469
915,Jason,1,Private room,125,217,2.29,342
916,Mary,1,Entire home/apt,387,0,0.63,387
917,J,1,Private room,95,80,0.76,175
918,Yj,1,Entire home/apt,99,0,0.45,99
919,Marie,1,Entire home/apt,121,351,0.19,472
920,Gladys,1,Entire home/apt,350,362,0.27,712
921,Laura,1,Private room,75,144,0.88,219
922,J,1,Private room,95,43,1.27,138
923,Ben,1,Private room,89,365,0.64,454
924,R.,1,Private room,195,129,0.08,324
926,Tony,2,Entire home/apt,70,0,0.22,70
927,Julie,1,Private room,100,0,0.09,100
928,Beth,1,Entire home/apt,140,0,0.6,140
929,Jason,1,Entire home/apt,189,355,2.99,544
931,Kate,2,Entire home/apt,178,280,0.1,458
932,Niki & Colin,2,Entire home/apt,145,38,0.52,183
933,Sascha,2,Entire home/apt,125,31,0.08,156
934,Ron,1,Entire home/apt,265,324,0.86,589
935,Marvet,2,Private room,77,365,0.13,442
936,Shai,1,Private room,60,0,1.47,60
937,Marc,1,Entire home/apt,129,171,1.49,300
938,Jared,1,Entire home/apt,199,36,0.47,235
939,Camila,2,Private room,92,332,0.39,424
940,Molly,2,Entire home/apt,185,0,0.39,185
941,Ellie,1,Entire home/apt,110,192,0.31,302
942,Kay,2,Private room,65,139,0.34,204
943,Candice,1,Private room,135,167,2.45,302
944,Jennifer,1,Shared room,115,0,0.14,115
945,Lilly,1,Private room,175,10,0.09,185
947,Rico,2,Private room,72,110,1.8,182
948,Susan,2,Private room,80,0,0.74,80
949,Andre,2,Entire home/apt,125,0,0.02,125
950,Veronika And John,2,Private room,120,242,0.09,362
951,Ginger,2,Private room,94,22,3.18,116
952,Luke,2,Private room,56,0,0.82,56
953,Alix,1,Entire home/apt,549,200,0.66,749
954,Max,2,Entire home/apt,190,0,0.1,190
955,Christina,2,Private room,129,87,0.71,216
956,Mark,2,Entire home/apt,85,202,3.04,287
957,Rimma & Jim,5,Private room,20,226,0.92,246
958,Ido,1,Entire home/apt,145,0,0.25,145
959,Geny,1,Entire home/apt,200,327,0.15,527
960,Ellis,2,Entire home/apt,125,262,0.67,387
961,Alexander,2,Entire home/apt,50,0,0.08,50
962,William,1,Private room,160,359,0.12,519
963,William,1,Private room,180,348,0.16,528
964,Brace,1,Private room,100,0,0.28,100
965,Sophia,2,Private room,70,0,0.02,70
966,Orit,4,Entire home/apt,120,318,1.22,438
967,Nen,5,Private room,110,363,0.19,473
968,Cristina,1,Private room,105,70,1.06,175
969,Jon,1,Entire home/apt,250,0,1.32,250
970,Yogi,1,Private room,74,90,0.17,164
971,Lilly,1,Entire home/apt,165,15,0.8,180
972,Michael & Aleksandra,1,Private room,99,335,0.41,434
973,Liz,1,Entire home/apt,125,0,1.46,125
974,Constance F.,3,Private room,75,0,0.69,75
975,Luana,3,Shared room,45,364,0.11,409
976,Rebecka,2,Entire home/apt,159,34,1.22,193
977,Kristian & Di,2,Private room,45,242,0.57,287
978,Kristina,1,Private room,104,147,1.51,251
979,Alayna,1,Entire home/apt,225,169,0.31,394
980,Paola,1,Private room,100,188,0.7,288
981,Todd,2,Private room,90,89,0.02,179
982,Constance F.,3,Private room,75,189,0.18,264
984,Daniel,1,Entire home/apt,135,253,0.44,388
985,Richelle,1,Private room,125,311,0.28,436
986,Wendy,1,Entire home/apt,225,0,1.05,225
987,Darktalia,1,Private room,85,363,0.07,448
988,Michael,1,Entire home/apt,200,224,0.34,424
989,William,2,Entire home/apt,250,5,0.46,255
990,David,1,Private room,90,301,0.77,391
991,John,2,Entire home/apt,130,0,0.68,130
992,Esther,2,Entire home/apt,90,50,0.37,140
993,Loretta,2,Entire home/apt,298,296,1.84,594
994,Maya,1,Entire home/apt,300,84,0.22,384
996,K. Naomi,1,Private room,125,212,0.84,337
997,Candice,1,Private room,145,181,1.88,326
998,Katya,1,Entire home/apt,147,0,0.18,147
999,Jsun,2,Private room,123,158,3.09,281
1000,Jeruschka,2,Entire home/apt,88,217,2.75,305
1001,Megan,3,Entire home/apt,215,335,0.94,550
1002,M. C.,1,Entire home/apt,225,231,1.53,456
1003,Marie-Helene,1,Entire home/apt,269,122,0.93,391
1004,Erin,2,Entire home/apt,145,270,0.08,415
1005,Majar,2,Private room,75,330,1.28,405
1007,Andre,2,Entire home/apt,229,321,1.05,550
1008,Elizabeth,2,Entire home/apt,300,312,0.26,612
1009,K. Naomi,1,Private room,100,345,0.76,445
1010,Olga,2,Entire home/apt,75,2,0.1,77
1011,Jennifer,1,Entire home/apt,225,252,2.81,477
1012,Jonathan,2,Private room,120,15,0.7,135
1013,Verena,2,Entire home/apt,160,169,1.47,329
1014,Linda,2,Entire home/apt,125,212,0.67,337
1015,Kim,2,Entire home/apt,95,0,0.1,95
1016,Omri,2,Private room,119,296,1.57,415
1017,Cary,1,Entire home/apt,275,167,0.24,442
1018,Dan,1,Entire home/apt,160,365,0.57,525
1019,Shell,2,Entire home/apt,500,365,0.65,865
1020,Martis,1,Entire home/apt,175,0,0.03,175
1021,Jasmine,2,Entire home/apt,87,258,0.47,345
1022,Vero,2,Entire home/apt,160,257,1.76,417
1023,Marshall,1,Private room,125,364,0.33,489
1024,Eada,2,Entire home/apt,90,236,2.4,326
1025,Maddine,1,Entire home/apt,200,0,0.22,200
1026,Richard,2,Entire home/apt,250,54,0.52,304
1027,Lynda,1,Private room,99,189,0.31,288
1028,Jasen,1,Entire home/apt,325,364,0.21,689
1029,Jj,1,Private room,99,265,1.54,364
1030,Akari,1,Entire home/apt,325,207,2.25,532
1031,Shelley,1,Entire home/apt,129,0,0.09,129
1032,Supriya,2,Entire home/apt,130,196,0.06,326
1033,Rafil,2,Entire home/apt,190,0,0.09,190
1034,Rachael,2,Private room,55,57,0.71,112
1035,Elaine,1,Private room,60,0,0.15,60
1036,Kishore,1,Entire home/apt,250,0,0.09,250
1037,Kurt,1,Entire home/apt,275,277,0.87,552
1038,Grace,3,Private room,50,0,0.79,50
1039,Miya,2,Entire home/apt,125,10,0.47,135
1040,David,2,Entire home/apt,150,247,1.04,397
1041,Terrance,2,Entire home/apt,70,273,0.46,343
1042,Joe,2,Entire home/apt,138,189,1.22,327
